Class_81,Class_71,Class_82,Class_95,Class_41,Class_52,Class_31,Class_42,Class_21,Class_43,Class_11,Class_22,Class_sum,Class_12,Class_23,Class_24,Class_90,STATENS,GEOID,AWATER,LSAD,STUSPS,STATEFP,FUNCSTAT,INTPTLAT,DIVISION,REGION,NAME,INTPTLON,MTFCC,ALAND,system:index
0.06908248425978715,0.0025922416140124007,0.6459833821535683,0.002716596103495082,0.11129064861496693,2.613377070779628E-4,0.0010820334213691326,9.000350351839923E-4,0.02119262717971227,0.02632848834544948,0.043292215684680606,0.03723156361279327,1.49994439908E11,0.0,0.012994805788771385,0.0056841564428850985,0.019367384036246937,01779784,17,6214824948,00,IL,17,A,+40.1028754,3,2,Illinois,-089.1526108,G4000,143780567633,00000000000000000002
0.06912415322140766,0.005935210786915272,0.2571454773401388,0.024280760150729913,0.2141624745237401,0.005162523276357495,8.493773352763144E-4,0.013869956866996271,0.019985484078622065,0.055206319571942025,0.1723532481042533,0.013918588111814371,1.69634707704E11,0.0,0.0053845131834330505,0.0019279582664809118,0.14069395518189243,01779806,55,29344951758,00,WI,55,A,+44.6309071,3,2,Wisconsin,-089.7093916,G4000,140290039723,0000000000000000000f
0.12897188681343255,0.003441115004938863,0.3652111113689137,0.0023247041081063597,0.2804403718078395,0.0022252085588313065,0.0017661956642089599,0.0027356923848346694,0.04158386734893739,0.019748770811825453,0.08826416315200883,0.036656051405936245,1.16056186273E11,0.0,0.012498987314538981,0.005419116526202069,0.008712757729445091,01085497,39,10268850702,00,OH,39,A,+40.4149297,3,2,Ohio,-082.7119975,G4000,105828882568,00000000000000000018
0.01748521857054055,0.014255737239574535,0.15227463280340836,0.0037926363290299013,0.1350398359386701,0.007161208786124782,0.0022703113653393535,0.028622153294866403,0.018930455720703256,0.04029445872978475,0.41358462998844603,0.0144288744639239,2.50452634683E11,0.0,0.0077508455179839415,0.0031810254901426176,0.14092797576146152,01779789,26,103885855702,00,MI,26,A,+44.8441768,3,2,Michigan,-085.6604907,G4000,146600952990,0000000000000000002a
0.07517648139292916,0.004140314964892469,0.581782443876039,0.001295476022708703,0.21072188415852777,8.366863853031921E-4,0.001280649147157259,0.0014734710008657255,0.03301362019463606,0.013056337920979206,0.01763767957503437,0.026701073778139503,9.4326683673E10,0.0,0.009456265865258223,0.004735072734544223,0.018692542982985193,00448508,18,1538002829,00,IN,18,A,+39.9013136,3,2,Indiana,-086.2919129,G4000,92789302676,00000000000000000030
0.05666663250219719,0.008892466893958216,0.39974752609592323,0.0725203952035238,0.11180727430559644,0.009709405165369254,0.0015900135965925054,0.019144151020757973,0.022428416705832625,0.043339428878192074,0.08702498662200388,0.007356270914857562,2.25167455654E11,0.0,0.0044391405458519845,0.00165983685304107,0.15367405469630221,00662849,27,18945217189,00,MN,27,A,+46.3159573,4,2,Minnesota,-094.1996043,G4000,206228939448,00000000000000000003
0.008116098899462054,0.5300298948198043,0.39520423991906156,0.017219563188968723,0.009500409714879176,5.424474329060446E-4,3.341354738641329E-4,0.003501127628011417,0.013154011131658466,8.052874960411374E-4,0.008089983040987975,0.005264233480468418,2.00327284098E11,0.0,0.0015453647135182757,7.094709521967654E-4,0.005983732108171517,01779792,31,1371829134,00,NE,31,A,+41.5433053,4,2,Nebraska,-099.8118646,G4000,198956658395,00000000000000000011
0.05596567736043034,0.23656726303592487,0.540778821114405,0.028302765915558043,0.010290821801642666,0.06107578432547998,5.212983067610012E-4,6.357554223526818E-4,0.020363682999615256,3.8745221632682184E-4,0.037558521652279596,0.002572478536660996,1.8310591606E11,0.0,0.0010395125242028186,2.351079578766506E-4,0.0037050568304832737,01779797,38,4403267548,00,ND,38,A,+47.4421740,4,2,North Dakota,-100.4608258,G4000,178707534813,00000000000000000020
0.3166397086134681,0.003592702114436658,0.23076433550777875,0.0029751074397723633,0.3408464374380451,0.0019511574603208138,0.001323480941774215,0.007593205409609368,0.021893845912679576,0.02194313374434213,0.013206881348770103,0.014870522883258132,1.80539693061E11,0.0,0.004640455884218947,0.001962191022892159,0.015796834278633636,01779791,29,2489425460,00,MO,29,A,+38.3507500,4,2,Missouri,-092.4567826,G4000,178050802184,0000000000000000002d
0.09010111846338165,0.34810248590720666,0.4705558957009552,0.0016925705371372219,0.03644267388060502,0.00893217529985898,5.089185542514602E-4,9.84451708135619E-5,0.021434527553670472,0.0014255261892555486,0.006257884030113829,0.008446780343085856,2.13099675958E11,0.0,0.0020603359532397137,8.187955388275175E-4,0.00312186687759731,00481813,20,1344141205,00,KS,20,A,+38.4985464,4,2,Kansas,-098.3834298,G4000,211755344060,0000000000000000002f
0.06742237922328463,0.4836676357482296,0.3373426277316653,0.016952168768556177,0.0032630466306640695,0.015541405112224523,0.0075748144950279015,0.02616222292899251,0.01505893988142414,6.189256416378243E-4,0.021668262119083306,0.001810643161873459,1.99729165644E11,0.0,9.313417116634716E-4,2.806062891180141E-4,0.0017049805565551356,01785534,46,3382720225,00,SD,46,A,+44.4467957,4,2,South Dakota,-100.2381762,G4000,196346981786,00000000000000000032
0.12261392787379859,0.01328175628259125,0.7279577542839637,0.006122748885589591,0.062350411287866045,1.744070145920133E-4,7.254218939055887E-4,5.16102289019996E-4,0.02283414119233127,0.006369805523197759,0.009044260054058508,0.011396958893696739,1.45744871899E11,0.0,0.00338278794702061,0.001149485562113623,0.012080031016254782,01779785,19,1084180812,00,IA,19,A,+42.0700243,4,2,Iowa,-093.4933473,G4000,144661267977,00000000000000000036
0.08150964779243405,0.013702027507352237,0.005055910422675222,0.0011548646922659952,0.7580400051312514,0.006757500335786327,0.005435128182532375,0.012063053407784463,0.01797993492774742,0.07388353060149702,0.007474629634662963,0.009781721122860382,6.2754930067E10,0.0,0.004941539265025344,0.001199753420482128,0.0010207535556427123,01779805,54,489028543,00,WV,54,A,+38.6472854,5,3,West Virginia,-080.6183274,G4000,62266474513,00000000000000000000
0.10700280714268882,0.023717539486707153,0.05810139450808295,0.08276356509010428,0.0025491467427440646,0.03504450240387089,0.00413337906008441,0.1660145004847706,0.05777339335858925,0.0035996388609645224,0.1697416648350485,0.037116769423576494,1.69791350079E11,0.0,0.017459652618467828,0.004591329903656958,0.2303907160806433,00294478,12,31361101223,00,FL,12,A,+28.4574302,5,3,Florida,-082.4091477,G4000,138949136250,00000000000000000001
0.08386916198974063,0.0026606520931898195,0.1786432387964371,0.02465237369063612,0.19367679872315904,0.0023657270796336675,0.002801296347863631,0.01605769593760131,0.06328722095392607,0.06709457466035834,0.2193238515201378,0.03770258073772963,3.2129275458E10,0.0,0.01725590988582199,0.006051534690041936,0.08455738289372289,01714934,24,6979966958,00,MD,24,A,+38.9466584,5,3,Maryland,-076.6744939,G4000,25151100280,00000000000000000004
0.07938512877505875,0.01747404591787566,0.1440354136059676,0.009885464856922637,0.1942764433075161,0.018908309311162077,0.002120322464232984,0.12969973299456722,0.053588888507946734,0.08535238149753968,0.09735458700223105,0.020270546315338384,1.39383747041E11,0.0,0.007639170596316327,0.0024856473466600697,0.1375239175006647,01027616,37,13466071395,00,NC,37,A,+35.5397100,5,3,North Carolina,-079.1308636,G4000,125923656064,00000000000000000008
0.0077498819053490545,0.0010898586437840295,0.35151039135786943,0.0506015904546504,0.03114552639170813,0.002467029112142513,0.0025085683580336983,0.022666336356911163,0.060318073265755306,0.031455827127646094,0.21986404858210595,0.038794699455390144,6.445759769E9,0.0,0.021730819332370314,0.008105498323296262,0.14999185133298754,01779781,10,1399985648,00,DE,10,A,+38.9985661,5,3,Delaware,-075.4416440,G4000,5045925646,0000000000000000000b
0.07623145794234909,0.04207235774112176,0.13313681466789806,0.013616093885118656,0.1396107157527062,0.030379936519071636,0.001964751273148181,0.24743208619820573,0.04386491307411339,0.04739466357130462,0.026305207658863152,0.02305340577151119,1.53904209216E11,0.0,0.007107489084101542,0.0036101340946446177,0.1642199727658422,01705317,13,4422936154,00,GA,13,A,+32.6295789,5,3,Georgia,-083.4235109,G4000,149482048342,00000000000000000015
0.07258260877919577,0.036471939870072564,0.10075770764661679,0.0254561644789676,0.08882431926607084,0.02718084315847975,0.0019334536306673744,0.256306567393421,0.046754072276767034,0.04421910782097584,0.062474487298285274,0.02139363151971627,8.2909270984E10,0.0,0.00749650942076121,0.0025714821330553458,0.2055771053069473,01779799,45,5075218778,00,SC,45,A,+33.8741776,5,3,South Carolina,-080.8542639,G4000,77864918488,0000000000000000001b
0.15289607997499965,0.021697277250120033,0.057623529672557135,0.007596765095363643,0.3103543408080753,0.026490195487759317,0.0020025492862651637,0.07823872156877329,0.036715287078729446,0.15092560040999523,0.07684493539085835,0.020621355005384135,1.10784342998E11,0.0,0.008918601223440367,0.002499728856134476,0.04657503289154452,01779803,51,8528531774,00,VA,51,A,+37.5222512,5,3,Virginia,-078.6681938,G4000,102257717110,00000000000000000034
0.0,0.0015799276567886001,0.0059280534908113846,7.901615636957354E-4,0.09094921063135486,0.0,0.0015806959996741774,0.0,0.1358160962716009,0.0043545098594691255,0.10143126630246348,0.2283078117415527,1.77004307E8,0.0,0.3134486100386247,0.10495683588083538,0.010856820563129008,01702382,11,18687198,00,DC,11,A,+38.9041031,5,3,District of Columbia,-077.0172290,G4000,158340391,00000000000000000035
0.14558287161254585,0.037435933865812884,0.04767712436318311,0.0037435503697926774,0.18404723003340492,0.05039933604518237,0.0018153909229632775,0.2345712087814206,0.03453349437584509,0.09349595915223086,0.034537499897205365,0.013749537836103217,1.35765597306E11,0.0,0.005009434293336574,0.0015386938307291476,0.11186273462024406,01779775,01,4593327154,00,AL,01,A,+32.7396323,6,3,Alabama,-086.8434593,G4000,131174048583,00000000000000000016
0.22127773606835532,0.010394887622281334,0.10989828483026674,7.995339291559173E-4,0.414014253452349,0.009927259662003645,0.0011515537200229215,0.033084472043451815,0.04104413817862607,0.07524332184597783,0.023051754213481733,0.01925505488397073,1.09151905651E11,0.0,0.008155523366181784,0.003151936999616168,0.029550289184258963,01325873,47,2350123465,00,TN,47,A,+35.8608030,6,3,Tennessee,-086.3499896,G4000,106802728188,0000000000000000001d
0.23860862542788955,0.008469123177300272,0.12701626317343986,0.0012660124310646754,0.4654791067513938,0.004229948581869739,0.0032388222637666055,0.006349028332360432,0.024680888123196593,0.07286810068846415,0.018188675250303647,0.01108897992893895,1.04654300976E11,0.0,0.005388057927302132,0.0022511193023402533,0.010877248640369343,01779786,21,2375337755,00,KY,21,A,+37.5336844,6,3,Kentucky,-085.2929801,G4000,102279490672,00000000000000000021
0.1374181185718099,0.029369105046850013,0.13932955341748607,0.007709961982179226,0.09064168261667008,0.03918677741713686,0.0019729781761635428,0.19870917515905498,0.026110355368204417,0.11883450585198138,0.03473495302609611,0.008964285720180206,1.25437946547E11,0.0,0.0036344803350968394,0.0010205756672844843,0.16236349164380587,01779790,28,3926919758,00,MS,28,A,+32.6864714,6,3,Mississippi,-089.6561377,G4000,121533519481,0000000000000000002c
0.06486268230642325,0.0201808270532397,0.15010587816079396,0.09599478539756964,0.009505070143375403,0.03186752884244621,0.002056707211730928,0.19299974231050704,0.015910025269683062,0.012596231282162001,0.17497779220294518,0.022269733039340142,1.34252439251E11,0.0,0.004565701922584876,0.0023450104501371656,0.19976228440706142,01629543,22,23753621895,00,LA,22,A,+30.8634368,7,3,Louisiana,-091.7987173,G4000,111897594374,00000000000000000014
0.10886805706853071,0.1529802924796132,0.12388743477531955,0.009201450560474443,0.02410608594069989,0.41706665438688334,0.0024651985103361944,0.05347822575252966,0.01637059333505774,0.017754371566969185,0.024616914825326196,0.011710663334126355,6.9552171714E11,0.0,0.00756470022335901,0.003172268168811014,0.026757089071963527,01779801,48,19006305260,00,TX,48,A,+31.4347032,7,3,Texas,-099.2818238,G4000,676653171537,00000000000000000019
0.12761264606744746,0.3569125536574325,0.17520925121949338,0.0017513478394031012,0.1687928052022716,0.05306528504561229,0.0016623186145120737,0.031930387392979674,0.02665385317427219,0.019800936463469653,0.017538651706335454,0.007390434183537781,1.81037002397E11,0.0,0.00354015776064695,0.0018213358077865745,0.006318035864799284,01102857,40,3374587997,00,OK,40,A,+35.5900512,7,3,Oklahoma,-097.4868149,G4000,177662925723,0000000000000000001c
0.1492604092145914,0.02286421716566254,0.21260888122958285,0.002104109763052813,0.20135907319252505,0.0207216358087467,0.0013510421406762356,0.1723346928184165,0.01986251625364021,0.05934982616960387,0.02245733353855298,0.010655612521399608,1.37731049534E11,0.0,0.0029745563355985686,0.001275681697006359,0.10082041215094427,00068085,05,2962859592,00,AR,05,A,+34.8955256,7,3,Arkansas,-092.4446262,G4000,134768872727,0000000000000000002b
0.007808219355492439,0.18361377340781598,0.10551367656136013,0.006463470252163936,0.003965673548545564,0.37234029339195446,0.003577938403911182,0.2946536693373,0.0035758229099074517,2.6116727251856346E-4,0.009078353256375597,0.002834942024342727,2.1643975317E11,1.1456409294887758E-4,0.0011026657603538609,1.1964823291800651E-4,0.004976122192091299,01779783,16,2391722557,00,ID,16,A,+44.3484222,8,4,Idaho,-114.5588538,G4000,214049787659,00000000000000000006
0.0017201161386476058,0.18476490675652588,0.017565083620033853,0.0018552278381460488,0.0023401562398857635,0.6235469502556095,0.004201715020463053,0.15375754462632782,0.0037855651371297996,5.632394494845431E-4,0.0011663338053429849,0.0022982513238563925,3.14918516738E11,0.0,8.951983704233625E-4,1.225848876714901E-4,0.0014171265304519618,00897535,35,728776523,00,NM,35,A,+34.4346843,8,4,New Mexico,-106.1316181,G4000,314196306401,0000000000000000000c
0.010270616414522534,0.05045174611633829,0.021962398044747544,0.005625183258247992,0.04818970998045871,0.5694277499149546,0.07965544840577413,0.17530778812870831,0.004241161619473558,0.00399477713392624,0.02010462323122065,0.004146601719107102,2.1988461197E11,0.0,0.00270263871889807,9.453880111827091E-4,0.0029741693024395227,01455989,49,6998824394,00,UT,49,A,+39.3349925,8,4,Utah,-111.6563326,G4000,212886221680,00000000000000000017
0.01135847533080954,0.2965543735542246,0.12584039363365282,0.008526734791035794,0.06806916329627524,0.24015413637860092,0.007059798808113569,0.20869557386416437,0.008798016597121074,0.005066847350388626,0.0037835341445855465,0.0063969885752358305,2.69604058803E11,7.600894100401419E-5,0.0031642053565052166,8.069279890143079E-4,0.005648821389268541,01779779,08,1181621593,00,CO,08,A,+38.9938482,8,4,Colorado,-105.5083165,G4000,268422891711,0000000000000000001a
0.00974442363261852,0.24281151519001118,0.01701402929966055,0.010057321650704474,0.002776565092190189,0.577841967320698,0.010502101115473469,0.11346082506396958,0.0020064487307528737,3.1846362670659293E-4,0.0065909549238323505,0.0011473973766794397,2.53326292972E11,1.2125442108528042E-4,5.682005342252792E-4,7.278720176921407E-5,0.00496574481962297,01779807,56,1867670745,00,WY,56,A,+42.9896591,8,4,Wyoming,-107.5443922,G4000,251458544898,0000000000000000001e
0.0036451391513378064,0.1147103732901571,0.005515835943852151,0.004489123851490557,0.0020799926710677492,0.7248012787656221,0.0330370027515515,0.0964255699151351,0.0017050603542991345,2.4804145438583224E-4,0.003937956989315667,0.0022397339063526295,2.8637623165E11,0.0,0.002337006036234013,7.571081327202735E-4,0.0040707767864784665,01779793,32,2047206072,00,NV,32,A,+39.3310928,8,4,Nevada,-116.6151469,G4000,284329506470,00000000000000000027
0.013747263455939181,0.37544941949030763,0.14032026865537814,0.00834726666599085,0.0017044860589522542,0.231165225231974,0.004367217839408901,0.2058369716888633,0.0022425593873236418,4.281211263157453E-4,0.009535010650674,0.0014106349419831616,3.80824960457E11,5.565826876096612E-5,6.677743226043459E-4,1.0651495099303015E-4,0.004615607264530842,00767982,30,3869208832,00,MT,30,A,+47.0511771,8,4,Montana,-109.6348174,G4000,376962738765,0000000000000000002e
2.8116397932970996E-4,0.07570735105115198,0.01773430169880153,8.896373964429054E-4,2.1239865419703192E-4,0.7275133913687767,0.02317095921169376,0.1325250918530491,0.005148422999460361,1.7594275756199515E-4,0.0018514055279525905,0.0064614341495664255,2.95218716131E11,0.0,0.004551134669266028,6.962641281482621E-4,0.0030811005546016123,01779777,04,1027337603,00,AZ,04,A,+34.2039355,8,4,Arizona,-111.6063565,G4000,294198551143,00000000000000000037
0.006218655208036928,0.13452419387368594,0.09730224028928187,0.007120240116487587,0.003085026094387269,0.4004958311062201,0.045514810245714,0.19533548356524205,0.015543656965603813,0.01518288515791561,0.04466132195073109,0.01047928354443495,4.23891279033E11,4.141749752448486E-5,0.018616053430025085,0.0037258649755732448,0.0021530359791359375,01779778,06,20463871877,00,CA,06,A,+37.1551773,9,4,California,-119.5434183,G4000,403503931312,0000000000000000000d
0.03461037084379403,0.1581767531944925,0.04918886883765166,0.012668260464352363,0.001225129306569068,0.3336992699800725,0.006483289577301838,0.3409789035769326,0.0061970160504081,0.021142223104470646,0.021893631272782658,0.004999239553477171,2.54797042505E11,9.76928372295041E-5,0.002730992625184592,9.834547039339466E-4,0.004924904071346807,01155107,41,6192386935,00,OR,41,A,+43.9717125,9,4,Oregon,-120.6229578,G4000,248606993270,00000000000000000010
0.021763073658255642,0.13034079882541164,0.1427579904927833,0.007707199704272255,0.007326896714627252,0.17580833608328456,0.012263270993853314,0.37026251280499584,0.012152053966640758,0.017479632475515018,0.06728004364069216,0.014478294029550478,1.84649360936E11,0.0014701521392976266,0.006969642946373679,0.0020990523391756517,0.009841049185270819,01779804,53,12559278850,00,WA,53,A,+47.4073238,9,4,Washington,-120.5757999,G4000,172112588220,00000000000000000013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01779782,15,11777809026,00,HI,15,A,+19.5977643,9,4,Hawaii,-155.5024434,G4000,16633990195,0000000000000000001f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01785533,02,245481577452,00,AK,02,A,+63.3473560,9,4,Alaska,-152.8397334,G4000,1478839695958,00000000000000000028
